# Scene precison and perplexity along time
0.46,25.45
0.59,16.77
0.64,14.89
0.67,13.70
0.69,11.96
0.69,11.24
0.69,11.18
0.70,11.47
0.72,11.91
0.72,12.21
0.72,12.20
0.67,14.85
0.59,16.22
0.58,16.51
0.56,17.56
0.52,18.08
0.48,17.83
0.42,18.31
0.41,18.54
0.40,18.87
0.39,19.19
0.43,18.69
0.43,18.64
0.41,19.14
0.39,19.88
0.42,22.60
0.35,25.37
0.19,22.88
0.18,22.91
0.17,23.30
0.16,23.91
0.25,27.08
0.38,27.55
0.39,27.40
0.39,27.37
0.39,27.41
0.39,27.27
0.38,27.00
0.40,26.95
0.42,26.88
0.42,26.70
0.40,27.46
0.30,26.86
0.19,21.55
0.19,21.52
0.18,21.68
0.16,22.11
0.17,22.67
0.21,23.51
0.41,23.90
0.46,22.69
0.46,21.99
0.46,20.82
0.46,19.73
0.48,20.25
0.48,21.44
0.49,22.14
0.48,22.96
0.46,24.00
0.42,25.05
0.55,25.78
0.48,25.56
0.47,26.01
0.47,25.80
0.45,25.59
0.45,25.41
0.45,25.34
0.45,26.10
0.45,26.35
0.45,26.39
0.47,26.52
0.48,27.16
0.49,26.88
0.48,27.67
0.44,29.48
0.43,29.11
0.46,28.21
0.48,25.61
0.42,23.68
0.43,23.25
0.43,23.64
0.43,23.78
0.43,23.95
0.46,24.01
0.50,23.82
0.58,22.04
0.70,13.20
0.69,12.86
0.71,13.53
0.73,15.34
0.71,15.55
0.67,16.23
0.60,17.69
0.53,18.82
0.48,18.66
0.45,18.30
0.44,17.68
0.41,16.64
0.35,15.21
0.32,14.44
0.31,14.05
0.30,13.66
0.29,13.13
0.28,12.63
0.27,12.39
0.27,12.21
0.27,12.13
0.27,12.13
0.27,12.20
0.27,12.01
0.27,12.03
0.27,12.05
0.27,12.07
0.28,12.15
0.29,12.34
0.31,12.54
0.32,12.53
0.34,12.51
0.36,12.47
0.37,12.43
0.37,12.38
0.36,12.35
0.38,12.33
0.41,12.15
0.40,12.16
0.38,12.22
0.37,12.29
0.36,12.34
0.36,12.40
0.41,15.49
0.45,18.54
0.46,21.92
0.42,26.56
0.40,27.30
0.40,27.41
0.39,27.94
0.38,28.56
0.36,29.24
0.35,29.99
0.38,30.00
0.44,29.88
0.54,27.57
0.78,16.13
0.80,16.05
0.80,15.84
0.75,24.76
0.68,28.93
0.69,28.43
0.70,27.71
0.78,24.56
0.81,20.87
0.77,19.99
0.75,19.64
0.72,19.65
0.71,20.23
0.70,16.76
0.65,17.20
0.64,18.54
0.62,19.19
0.56,23.22
0.49,27.42
0.43,30.71
0.39,32.72
0.37,34.19
0.35,35.39
0.34,36.27
0.33,37.20
0.33,37.83
0.33,37.00
0.34,36.10
0.34,35.05
0.35,36.03
0.35,37.14
0.36,38.45
0.36,37.81
0.35,36.75
