Index,TimeStart,TimeEnd,BoIWs
scene_0,0.0,0.4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scene_1,0.4,0.96,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scene_2,0.96,1.02,0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
scene_3,1.02,1.25,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
scene_4,1.25,1.9,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_5,1.9,2.41,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_6,2.41,2.95,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_7,2.95,3.074,0,0,0,0,0,0,4,1,0,3,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_8,3.074,3.1,0,0,0,0,0,0,4,2,0,3,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1,3,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_9,3.1,3.151,1,0,0,0,0,0,4,2,0,3,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1,3,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_10,3.151,3.198,1,0,0,0,0,0,4,2,0,4,0,0,0,0,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_11,3.198,4.198,1,0,0,0,0,0,4,3,0,4,0,0,0,0,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0,3,6,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_12,4.198,4.32,0,0,0,0,0,0,4,3,0,4,0,0,0,0,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0,3,6,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_13,4.32,4.542,0,0,0,0,0,0,4,3,0,4,0,0,0,0,8,0,0,3,0,0,0,2,0,0,0,0,0,0,0,6,0,3,6,0,0,9,0,0,0,0,0,0,0,12,0,0,1,0,0,0
scene_14,4.542,6.308,0,0,0,0,0,0,4,3,0,4,0,0,0,0,8,1,0,3,0,0,0,2,0,0,0,0,0,0,0,6,0,3,6,0,0,9,0,0,0,0,0,0,0,12,0,0,1,0,0,3
scene_15,6.308,7.012,0,0,0,0,0,0,4,3,0,4,0,0,0,0,8,0,0,3,0,0,0,2,0,0,0,0,0,0,0,6,0,3,6,0,0,9,0,0,0,0,0,0,0,12,0,0,1,0,0,0
scene_16,7.012,8.061,0,0,0,0,0,0,4,3,0,4,0,0,0,0,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0,3,6,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0
scene_17,8.061,8.369,0,0,0,0,0,0,4,3,0,4,0,0,0,0,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,3,6,0,0,9,0,0,0,0,0,0,0,12,0,0,1,0,0,0
scene_18,8.369,8.38,0,0,0,0,0,0,4,2,0,4,0,0,0,0,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,12,0,0,1,0,0,0
scene_19,8.38,9.431,0,0,0,0,0,0,4,1,0,4,0,0,0,0,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,0,0,0,0,0,12,0,0,1,0,0,0
scene_20,9.431,9.444,0,0,0,0,0,0,4,1,0,4,0,0,0,0,8,1,0,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,0,0,0,0,0,12,0,0,1,0,0,0
scene_21,9.444,9.682,0,0,0,0,0,0,4,1,0,4,0,0,0,0,8,1,0,4,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,0,0,0,0,0,12,0,0,1,0,0,0
scene_22,9.682,9.695,0,0,0,0,0,0,3,1,0,4,0,0,0,0,6,1,0,4,0,0,0,2,0,0,0,0,0,0,0,3,0,0,6,0,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0
scene_23,9.695,9.81,0,0,0,0,0,0,4,1,0,4,0,0,0,0,9,1,0,4,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,0,0,0,0,0,12,0,0,1,0,0,1
scene_24,9.81,10.452,1,0,0,0,0,0,4,1,0,4,0,0,0,0,9,1,0,4,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,0,0,0,0,0,12,0,0,1,0,0,1
scene_25,10.452,10.54,1,0,0,0,0,0,4,2,0,4,0,0,0,0,9,1,0,4,0,0,0,2,0,0,0,0,0,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,12,0,0,1,0,0,1
scene_26,10.54,10.806,1,0,0,0,0,0,4,2,0,4,0,0,0,0,9,1,0,5,0,0,0,2,0,0,0,0,0,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,12,0,0,3,0,0,1
scene_27,10.806,10.84,0,0,0,0,0,0,4,2,0,4,0,0,0,0,9,1,0,5,0,0,0,2,0,0,0,0,0,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,12,0,0,3,0,0,1
scene_28,10.84,11.08,0,0,0,0,0,0,4,2,0,4,0,0,0,0,10,1,0,5,0,0,0,2,0,0,0,0,0,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,13,0,0,3,0,0,2
scene_29,11.08,11.88,1,0,0,0,0,0,4,2,0,4,0,0,0,0,10,1,0,5,0,0,0,2,0,0,0,0,0,0,0,6,0,1,6,0,0,6,0,0,0,0,0,0,0,13,0,0,3,0,0,2
